id,img_name,pick_x,pick_y
159,T0159.jpg,221,866
160,T0160.jpg,188,940
161,T0161.jpg,161,599
162,T0162.jpg,203,650
163,T0163.jpg,183,950
164,T0164.jpg,230,198
165,T0165.jpg,382,303
166,T0166.jpg,98,396
167,T0167.jpg,209,714
168,T0168.jpg,181,526
169,T0169.jpg,519,747
170,T0170.jpg,143,198
171,T0171.jpg,833,1067
172,T0172.jpg,691,197
173,T0173.jpg,291,967
174,T0174.jpg,238,688
175,T0175.jpg,478,838
176,T0176.jpg,180,595
177,T0177.jpg,153,725
178,T0178.jpg,113,796
179,T0179.jpg,223,399
180,T0180.jpg,372,274
181,T0181.jpg,691,1056
182,T0182.jpg,441,617
183,T0183.jpg,383,844
184,T0184.jpg,287,1047
185,T0185.jpg,219,792
186,T0186.jpg,189,237
187,T0187.jpg,417,707
188,T0188.jpg,152,870
189,T0189.jpg,207,681
190,T0190.jpg,177,242
191,T0191.jpg,289,649
192,T0192.jpg,215,814
193,T0193.jpg,370,399
194,T0194.jpg,524,383
195,T0195.jpg,178,638
196,T0196.jpg,194,654
197,T0197.jpg,173,298
198,T0198.jpg,223,1018
199,T0199.jpg,267,728
200,T0200.jpg,586,667
201,T0201.jpg,141,328
202,T0202.jpg,149,382
203,T0203.jpg,160,901
204,T0204.jpg,144,331
205,T0205.jpg,667,649
206,T0206.jpg,750,687
207,T0207.jpg,623,627
208,T0208.jpg,650,598
209,T0209.jpg,800,617
210,T0210.jpg,558,717
211,T0211.jpg,577,583
212,T0212.jpg,818,595
213,T0213.jpg,879,429
214,T0214.jpg,784,483
215,T0215.jpg,1045,318
216,T0216.jpg,1127,189
217,T0217.jpg,1150,128
218,T0218.jpg,1100,358
219,T0219.jpg,935,465
220,T0220.jpg,776,457
221,T0221.jpg,758,450
222,T0222.jpg,296,770
223,T0223.jpg,529,492
224,T0224.jpg,585,530
225,T0225.jpg,609,531
226,T0226.jpg,749,487
227,T0227.jpg,768,434
228,T0228.jpg,744,420
229,T0229.jpg,904,165
230,T0230.jpg,978,384
231,T0231.jpg,969,364
232,T0232.jpg,984,463
233,T0233.jpg,820,637
234,T0234.jpg,757,549
235,T0235.jpg,731,429
236,T0236.jpg,546,224
237,T0237.jpg,621,455
238,T0238.jpg,414,490
239,T0239.jpg,241,876
240,T0240.jpg,131,537
241,T0241.jpg,112,792
242,T0242.jpg,320,776
243,T0243.jpg,432,689
244,T0244.jpg,556,525
245,T0245.jpg,278,116
246,T0246.jpg,347,954
247,T0247.jpg,379,844
248,T0248.jpg,416,924
249,T0249.jpg,434,708
250,T0250.jpg,497,521
251,T0251.jpg,413,621
252,T0252.jpg,435,283
253,T0253.jpg,307,446
254,T0254.jpg,258,341
255,T0255.jpg,294,323
256,T0256.jpg,514,954
257,T0257.jpg,324,857
258,T0258.jpg,566,403
259,T0259.jpg,452,361
260,T0260.jpg,449,282
261,T0261.jpg,327,496
262,T0262.jpg,540,933
263,T0263.jpg,504,873
264,T0264.jpg,293,189
265,T0265.jpg,512,356
266,T0266.jpg,478,809
267,T0267.jpg,327,1027
268,T0268.jpg,336,1081
269,T0269.jpg,313,1017
270,T0270.jpg,341,534
271,T0271.jpg,204,989
272,T0272.jpg,296,1034
273,T0273.jpg,323,597
274,T0274.jpg,251,725
275,T0275.jpg,422,729
276,T0276.jpg,293,529
277,T0277.jpg,240,670
278,T0278.jpg,244,517
279,T0279.jpg,268,689
280,T0280.jpg,298,378
281,T0281.jpg,104,142
282,T0282.jpg,205,315
283,T0283.jpg,343,343
284,T0284.jpg,449,272
285,T0285.jpg,511,282
286,T0286.jpg,176,128
287,T0287.jpg,183,268
288,T0288.jpg,475,297
289,T0289.jpg,304,206
290,T0290.jpg,205,308
291,T0291.jpg,196,249
292,T0292.jpg,176,235
293,T0293.jpg,225,233
294,T0294.jpg,199,295
295,T0295.jpg,136,474
296,T0296.jpg,137,802
297,T0297.jpg,662,781
298,T0298.jpg,599,565
299,T0299.jpg,317,350
300,T0300.jpg,473,270
301,T0301.jpg,409,609
302,T0302.jpg,596,433
303,T0303.jpg,524,233
304,T0304.jpg,354,591
305,T0305.jpg,363,524
306,T0306.jpg,383,647
307,T0307.jpg,363,788
308,T0308.jpg,468,674
309,T0309.jpg,452,343
310,T0310.jpg,387,487
311,T0311.jpg,381,558
312,T0312.jpg,166,494
313,T0313.jpg,255,389
314,T0314.jpg,348,495
315,T0315.jpg,370,178
316,T0316.jpg,447,532
317,T0317.jpg,314,497
318,T0318.jpg,531,457
319,T0319.jpg,195,409
320,T0320.jpg,323,455
321,T0321.jpg,162,494
322,T0322.jpg,246,497
323,T0323.jpg,205,822
324,T0324.jpg,420,842
325,T0325.jpg,485,1028
326,T0326.jpg,289,868
327,T0327.jpg,351,892
328,T0328.jpg,556,899
329,T0329.jpg,518,888
330,T0330.jpg,452,827
331,T0331.jpg,460,816
332,T0332.jpg,632,591
333,T0333.jpg,440,346
334,T0334.jpg,509,491
335,T0335.jpg,420,405
336,T0336.jpg,379,403
337,T0337.jpg,336,515
338,T0338.jpg,469,443
339,T0339.jpg,268,569
340,T0340.jpg,261,577
341,T0341.jpg,173,594
342,T0342.jpg,283,535
343,T0343.jpg,342,635
344,T0344.jpg,240,557
345,T0345.jpg,132,987
346,T0346.jpg,328,965
347,T0347.jpg,648,1103
348,T0348.jpg,609,918
349,T0349.jpg,338,694
350,T0350.jpg,361,762
351,T0351.jpg,273,308
352,T0352.jpg,242,377
353,T0353.jpg,286,599
354,T0354.jpg,270,998
355,T0355.jpg,948,1089
356,T0356.jpg,619,275
357,T0357.jpg,423,286
358,T0358.jpg,404,341
359,T0359.jpg,284,257
360,T0360.jpg,261,659
361,T0361.jpg,140,670
362,T0362.jpg,191,1063
363,T0363.jpg,165,784
364,T0364.jpg,782,641
365,T0365.jpg,918,736
366,T0366.jpg,815,917
367,T0367.jpg,472,897
368,T0368.jpg,491,472
369,T0369.jpg,594,301
370,T0370.jpg,553,904
371,T0371.jpg,587,614
372,T0372.jpg,649,577
373,T0373.jpg,476,461
374,T0374.jpg,570,407
375,T0375.jpg,866,958
376,T0376.jpg,672,475
377,T0377.jpg,593,324
378,T0378.jpg,621,499
379,T0379.jpg,575,413
380,T0380.jpg,380,425
381,T0381.jpg,462,685
382,T0382.jpg,356,750
383,T0383.jpg,410,531
384,T0384.jpg,618,441
385,T0385.jpg,820,847
386,T0386.jpg,941,812
387,T0387.jpg,751,402
388,T0388.jpg,663,416
389,T0389.jpg,450,952
390,T0390.jpg,506,845
391,T0391.jpg,314,810
392,T0392.jpg,263,583
393,T0393.jpg,475,183
394,T0394.jpg,656,266
395,T0395.jpg,485,654
396,T0396.jpg,213,1037
397,T0397.jpg,269,823
398,T0398.jpg,524,615
399,T0399.jpg,467,757
400,T0400.jpg,383,945
401,T0401.jpg,363,413
402,T0402.jpg,791,347
403,T0403.jpg,760,342
404,T0404.jpg,468,808
405,T0405.jpg,342,838
406,T0406.jpg,325,615
407,T0407.jpg,615,451
408,T0408.jpg,553,492
409,T0409.jpg,698,444
410,T0410.jpg,434,872
411,T0411.jpg,419,354
412,T0412.jpg,383,439
413,T0413.jpg,350,711
414,T0414.jpg,580,649
415,T0415.jpg,663,538
416,T0416.jpg,684,781
417,T0417.jpg,358,760
418,T0418.jpg,241,456
419,T0419.jpg,334,394
420,T0420.jpg,436,601
421,T0421.jpg,397,772
422,T0422.jpg,375,983
423,T0423.jpg,530,390
424,T0424.jpg,315,657
425,T0425.jpg,400,572
426,T0426.jpg,234,512
427,T0427.jpg,572,547
428,T0428.jpg,376,633
429,T0429.jpg,545,611
430,T0430.jpg,491,530
431,T0431.jpg,593,491
432,T0432.jpg,534,636
433,T0433.jpg,583,417
434,T0434.jpg,609,556
435,T0435.jpg,477,882
436,T0436.jpg,348,742
437,T0437.jpg,408,354
438,T0438.jpg,470,515
439,T0439.jpg,627,691
440,T0440.jpg,422,851
441,T0441.jpg,703,647
442,T0442.jpg,531,918
443,T0443.jpg,443,665
444,T0444.jpg,510,453
445,T0445.jpg,295,575
